Municipio,Data,Precipitacao,DiaSemChuva,Mes,DiaSemana,Estacao_Seca,Municipio_Freq,Latitude,Longitude,media_focos_mes_hist,prob_fogo,risco
MINAÇU,2026-06-06,0.0,4,6,5,1,0.0177172999706126,-13.517945024690189,-48.337109129169214,5.321428571428571,0.7387071042530241,ALTO
ALTO PARAÍSO DE GOIÁS,2026-06-06,0.0,3,6,5,1,0.0136045531135044,-14.194794675020932,-47.58800995260268,5.992063492063492,0.7347679925280894,ALTO
CAMPO ALEGRE DE GOIÁS,2026-06-06,0.0,12,6,5,1,0.0035722566058688,-17.478774899824252,-47.74286914863833,3.197674418604651,0.7176654553157504,ALTO
ÁGUA FRIA DE GOIÁS,2026-06-06,0.0,4,6,5,1,0.0101031804750111,-14.959240097702764,-47.8720093319421,3.768421052631579,0.714098125091831,ALTO
NOVA ROMA,2026-06-06,0.0,4,6,5,1,0.0121329724157994,-13.714942640576536,-47.01834764226104,5.73015873015873,0.7039723063037319,ALTO
JUSSARA,2026-06-06,0.0,14,6,5,1,0.0097384233928906,-15.53774041723269,-51.30291227238109,7.694117647058824,0.6982188086990241,MÉDIO
BOM JARDIM DE GOIÁS,2026-06-06,0.0,14,6,5,1,0.006982809161162,-16.169600227866493,-52.08811808319062,3.295238095238095,0.6895858811360228,MÉDIO
CALDAS NOVAS,2026-06-06,0.0,4,6,5,1,0.0032953661083077,-17.728174181219167,-48.609976896734885,3.2033898305084745,0.6888504833519256,MÉDIO
SILVÂNIA,2026-06-06,0.0,4,6,5,1,0.0024809388581478,-16.63901076782678,-48.5989267608625,2.824074074074074,0.6884680176945203,MÉDIO
ANÁPOLIS,2026-06-06,0.0,4,6,5,1,0.0025665903187268,-16.327248789404404,-48.95399874795129,2.279279279279279,0.6838694153164816,MÉDIO
VILA PROPÍCIO,2026-06-06,0.0,12,6,5,1,0.0090901304412674,-15.174992710889834,-48.74270162202432,3.1449275362318843,0.6810147110877259,MÉDIO
SANTA HELENA DE GOIÁS,2026-06-06,0.0,14,6,5,1,0.0065552902329276,-17.809635495091406,-50.550434417318826,5.549295774647887,0.6745833880036403,MÉDIO
PIRENÓPOLIS,2026-06-06,0.0,4,6,5,1,0.0060856839490639,-15.78834605245366,-48.98248540918748,2.509433962264151,0.6505723431331621,MÉDIO
ARUANÃ,2026-06-06,0.0,10,6,5,1,0.0055090133394766,-14.80056233565119,-50.9660645783424,5.5,0.6485608792015499,MÉDIO
CEZARINA,2026-06-06,0.0,6,6,5,1,0.0010817188771388,-17.034689299189036,-49.7756844762151,1.1111111111111112,0.6393682785851972,MÉDIO
GOIÁS,2026-06-06,0.0,4,6,5,1,0.006679337175835,-15.910637681321438,-50.22587344128038,3.4526315789473685,0.6376611559049664,MÉDIO
VILA BOA,2026-06-06,0.0,6,6,5,1,0.005108075899008,-14.984513516726455,-47.065655301847535,4.597402597402597,0.6348153872042647,MÉDIO
MIMOSO DE GOIÁS,2026-06-06,0.0,5,6,5,1,0.0153441638128486,-15.0302729730905,-48.33825202036574,5.0,0.6332408569556668,MÉDIO
PIRACANJUBA,2026-06-06,0.0,4,6,5,1,0.0031550749228767,-17.359788624438703,-49.008963459189445,2.4878048780487805,0.6315665858773837,MÉDIO
APARECIDA DE GOIÂNIA,2026-06-06,0.0,4,6,5,1,0.0013357197602349,-16.80602601231046,-49.24588428522596,1.7731958762886595,0.6236073877714415,MÉDIO
MORRINHOS,2026-06-06,0.0,4,6,5,1,0.0046879407173752,-17.747080471125827,-49.18201398317284,2.7681159420289854,0.6200594943220675,MÉDIO
COCALZINHO DE GOIÁS,2026-06-06,0.0,5,6,5,1,0.0042582066651603,-15.644454575968023,-48.59695917813067,2.492063492063492,0.6198214920836718,MÉDIO
ALVORADA DO NORTE,2026-06-06,0.0,4,6,5,1,0.0069111868191262,-14.578913930149612,-46.62741788371978,4.3125,0.619177116245777,MÉDIO
JARAGUÁ,2026-06-06,0.0,4,6,5,1,0.0027460153611464,-15.684175632573451,-49.36723779617128,2.119047619047619,0.6168318814730521,MÉDIO
ANICUNS,2026-06-06,0.0,4,6,5,1,0.0028693239293936,-16.386618352812665,-49.96569453715062,2.6095238095238096,0.6155047621795117,MÉDIO
POSSE,2026-06-06,0.0,4,6,5,1,0.0078828878719008,-14.196997106543726,-46.3411011854588,3.027027027027027,0.6104355027960396,MÉDIO
ARAGUAPAZ,2026-06-06,0.0,18,6,5,1,0.0072685601546451,-15.139882625109504,-50.2765366521584,3.544117647058824,0.609106899368784,MÉDIO
PIRANHAS,2026-06-06,0.0,11,6,5,1,0.0030155221121059,-16.447787530113146,-51.854078169184085,3.371794871794872,0.609071631225578,MÉDIO
ITABERAÍ,2026-06-06,0.0,4,6,5,1,0.0036438789479047,-16.076051965486666,-49.86875528845477,3.0,0.6073632624107442,MÉDIO
ABADIÂNIA,2026-06-06,0.0,4,6,5,1,0.0021287341452501,-16.19915712906121,-48.70814271576387,2.414634146341464,0.5998453615986918,MÉDIO
CAMPINAÇU,2026-06-06,0.0,4,6,5,1,0.0107566420492554,-13.868181231222769,-48.55699372818981,7.882352941176471,0.5996045758171528,MÉDIO
SANTO ANTÔNIO DO DESCOBERTO,2026-06-06,0.0,4,6,5,1,0.002381996653686,-16.02598615253068,-48.28800335138823,2.3076923076923075,0.5974785265855822,MÉDIO
SÍTIO D'ABADIA,2026-06-06,0.0,4,6,5,1,0.0063869408104104,-14.729138480039394,-46.29929381822457,5.327586206896552,0.5969497534969914,MÉDIO
COLINAS DO SUL,2026-06-06,0.0,4,6,5,1,0.0162671321380524,-13.94148455899416,-48.086108285372966,5.053571428571429,0.5774360317549168,MÉDIO
HIDROLÂNDIA,2026-06-06,0.0,4,6,5,1,0.001757331691188,-17.00595303936355,-49.2631795818899,2.1594202898550723,0.5755831767602363,MÉDIO
SENADOR CANEDO,2026-06-06,0.0,4,6,5,1,0.0015070226813928,-16.72174558705297,-49.12425814633367,2.8767123287671232,0.5751482197174396,MÉDIO
MARA ROSA,2026-06-06,0.0,3,6,5,1,0.0037022105460575,-13.999770100704,-49.390664925569126,2.625,0.5734908700037401,MÉDIO
ORIZONA,2026-06-06,0.0,4,6,5,1,0.0020201930702061,-17.02708940860277,-48.16569268300261,2.0625,0.5660754955803778,MÉDIO
GOIATUBA,2026-06-06,0.0,5,6,5,1,0.0047403653182468,-17.991078799174332,-49.72506729400575,2.75,0.565555292791693,MÉDIO
TRINDADE,2026-06-06,0.0,14,6,5,1,0.0016598662360465,-16.650075769653657,-49.51836291274552,1.6708860759493671,0.5634577919339466,MÉDIO
ITARUMÃ,2026-06-06,0.0,14,6,5,1,0.0046421614884451,-18.86462245523424,-51.33580667861621,4.627118644067797,0.5618311262730714,MÉDIO
GOIANÉSIA,2026-06-06,0.0,4,6,5,1,0.0033721570729647,-15.235935983775684,-49.19339896780853,2.430379746835443,0.5613927534983881,MÉDIO
MONTIVIDIU DO NORTE,2026-06-06,0.0,20,6,5,1,0.0055422401991839,-13.157797966650936,-48.70583895092373,7.462962962962963,0.5591893340396406,MÉDIO
IACIARA,2026-06-06,0.0,5,6,5,1,0.0029911557483205,-14.108153980696324,-46.79592329445353,7.594202898550725,0.5577846648826948,MÉDIO
APORÉ,2026-06-06,0.0,12,6,5,1,0.0023280953034941,-18.7073526543005,-52.08304620766298,4.466666666666667,0.5552876107198688,MÉDIO
ACREÚNA,2026-06-06,0.0,14,6,5,1,0.0050453140528942,-17.48826970830257,-50.32369400069289,3.42,0.5489579384652561,MÉDIO
BONÓPOLIS,2026-06-06,0.0,4,6,5,1,0.0027238641213415,-13.564579785655514,-49.78482140282583,3.725,0.5447533382727211,MÉDIO
MONTES CLAROS DE GOIÁS,2026-06-06,0.0,14,6,5,1,0.0036261579560608,-15.873326931416043,-51.59664771775818,4.019230769230769,0.5354003390514882,MÉDIO
MUNDO NOVO,2026-06-06,0.0,17,6,5,1,0.0027504456091074,-13.777534650060309,-50.25180240334917,2.9692307692307693,0.5331258578740151,MÉDIO
EDÉIA,2026-06-06,0.0,6,6,5,1,0.0040093744046854,-17.509361464280108,-50.00172531667008,2.9791666666666665,0.532529289485164,MÉDIO
ITAPACI,2026-06-06,0.0,4,6,5,1,0.0027290327439626,-14.955491253186096,-49.62493326485581,2.6666666666666665,0.5279366843701196,MÉDIO
SÃO LUIZ DO NORTE,2026-06-06,0.0,4,6,5,1,0.0024484503731007,-14.905980936295272,-49.283790673643686,3.3375,0.524332742684883,MÉDIO
MUTUNÓPOLIS,2026-06-06,0.0,4,6,5,1,0.0021346411425314,-13.711606278817616,-49.31418113591433,5.033898305084746,0.5185492065179169,MÉDIO
PALMEIRAS DE GOIÁS,2026-06-06,0.0,10,6,5,1,0.0026522417793057,-16.814514481269185,-49.9450199537401,2.2916666666666665,0.51491703009667,MÉDIO
BOM JESUS DE GOIÁS,2026-06-06,0.0,5,6,5,1,0.0043556721203019,-18.192311694542585,-49.92073113922121,2.872727272727273,0.5149055460433853,MÉDIO
NOVA GLÓRIA,2026-06-06,0.0,4,6,5,1,0.0023332639261152,-15.080904022970325,-49.5127373729181,2.68,0.5101286407555677,MÉDIO
CORUMBÁ DE GOIÁS,2026-06-06,0.0,4,6,5,1,0.0013837141131455,-15.898613517797502,-48.71659334472278,2.606060606060606,0.5100568761954628,MÉDIO
CABECEIRAS,2026-06-06,0.0,3,6,5,1,0.0021161817760273,-15.753711869204832,-46.99550025639795,4.791666666666667,0.5094933642697131,MÉDIO
CAMPINORTE,2026-06-06,0.0,3,6,5,1,0.0043180150126335,-14.019192669554034,-48.931304030265736,2.239130434782609,0.5076579324906544,MÉDIO
SANTA ISABEL,2026-06-06,0.0,4,6,5,1,0.0024432817504795,-15.200546008094864,-49.40043024932847,6.6415094339622645,0.5054514892844251,MÉDIO
ITAPURANGA,2026-06-06,0.0,4,6,5,1,0.0018466750250678,-15.577224810549591,-49.933817512866845,2.2222222222222223,0.501040667119894,MÉDIO
BALIZA,2026-06-06,0.0,4,6,5,1,0.0094534107740676,-16.335498056525363,-52.47044379945877,2.369565217391304,0.4994996007488257,MÉDIO
SANTA TEREZINHA DE GOIÁS,2026-06-06,0.0,12,6,5,1,0.0023960257722291,-14.32429478078316,-49.65930833489798,4.050847457627119,0.49892793181680245,MÉDIO
AMARALINA,2026-06-06,0.0,3,6,5,1,0.0035235238782981,-13.848529827205882,-49.56903226128027,2.5098039215686274,0.4856333765145826,MÉDIO
PIRES DO RIO,2026-06-06,0.0,4,6,5,1,0.0018075411680791,-17.230327492515848,-48.40629032850881,3.636363636363636,0.48521332043868715,MÉDIO
SANTA RITA DO NOVO DESTINO,2026-06-06,0.0,17,6,5,1,0.0025961253051333,-14.819117187607606,-49.03969360530454,4.5588235294117645,0.4846484248813894,MÉDIO
ÁGUAS LINDAS DE GOIÁS,2026-06-06,0.0,3,6,5,1,0.0010477536427713,-15.740323677414423,-48.27077651213715,1.6349206349206349,0.4825430108391967,MÉDIO
INHUMAS,2026-06-06,0.0,12,6,5,1,0.0011282364807291,-16.318242778189063,-49.50186836687853,1.9130434782608696,0.47877859481748736,MÉDIO
CORUMBAÍBA,2026-06-06,0.0,4,6,5,1,0.0016332847482806,-18.048104715395148,-48.4749049622824,2.3191489361702127,0.4755466506790596,MÉDIO
BELA VISTA DE GOIÁS,2026-06-06,0.0,4,6,5,1,0.002201094861946,-16.95106540676648,-48.933601465935,1.6,0.473356618361324,MÉDIO
QUIRINÓPOLIS,2026-06-06,0.0,14,6,5,1,0.0039104322002235,-18.344498864270253,-50.57761418506451,3.3095238095238093,0.4703555958169601,MÉDIO
ALEXÂNIA,2026-06-06,0.0,3,6,5,1,0.0011895215775226,-16.07491682926853,-48.49287370127031,1.9056603773584904,0.4698629751689546,MÉDIO
NOVO PLANALTO,2026-06-06,0.0,3,6,5,1,0.0015786450234286,-13.224864863175409,-49.711211164352655,4.092307692307692,0.46388650817144494,MÉDIO
TERESINA DE GOIÁS,2026-06-06,0.0,4,6,5,1,0.0045387890360223,-13.661127323864664,-47.23879651180497,3.9615384615384617,0.4600122191778657,MÉDIO
INDIARA,2026-06-06,0.0,14,6,5,1,0.0023591070392209,-17.22357364537349,-49.96111627583188,2.575,0.4553187114841648,MÉDIO
PORTEIRÃO,2026-06-06,0.0,5,6,5,1,0.002961620761914,-17.91222565304729,-50.164965023771295,3.433333333333333,0.4470537444388301,MÉDIO
SANTA CRUZ DE GOIÁS,2026-06-06,0.0,4,6,5,1,0.0013851908624659,-17.372324572144244,-48.58985156059331,2.351351351351352,0.44655004234735185,MÉDIO
CIDADE OCIDENTAL,2026-06-06,0.0,4,6,5,1,0.0009805615486965,-16.103552382328953,-47.86022791897977,1.9230769230769231,0.44547823913715684,MÉDIO
SANTA TEREZA DE GOIÁS,2026-06-06,0.0,4,6,5,1,0.0022261996003916,-13.615351655700474,-48.99769110324295,3.5405405405405403,0.44536548438138135,MÉDIO
TURVELÂNDIA,2026-06-06,0.0,5,6,5,1,0.0033884013154882,-17.8061094010701,-50.31150433875028,2.41025641025641,0.4310475202677626,MÉDIO
CAÇU,2026-06-06,0.0,14,6,5,1,0.0017366572007035,-18.69115169498673,-51.169522816602274,4.6,0.42664533109263325,MÉDIO
MAURILÂNDIA,2026-06-06,0.0,5,6,5,1,0.0023303104274746,-18.03750092993941,-50.36063856125698,4.36,0.42616704138679196,MÉDIO
VALPARAÍSO DE GOIÁS,2026-06-06,0.0,3,6,5,1,0.0004061060630896,-16.08965315501241,-47.98624179015667,2.023809523809524,0.41414535604582325,MÉDIO
GUARANI DE GOIÁS,2026-06-06,0.0,3,6,5,1,0.0039702405476967,-13.896234842419478,-46.35992556272503,3.25,0.4109312827948114,MÉDIO
CAMPOS BELOS,2026-06-06,0.0,4,6,5,1,0.0053953036418114,-12.986995843211018,-46.42094914457776,2.765957446808511,0.405877944487135,MÉDIO
SANTA RITA DO ARAGUAIA,2026-06-06,0.0,14,6,5,1,0.0016871860984725,-17.30441364463477,-53.10068255768836,2.236842105263158,0.404676906578934,MÉDIO
CHAPADÃO DO CÉU,2026-06-06,0.0,5,6,5,1,0.0062939056032299,-18.41837474627293,-52.650980123044505,15.272727272727272,0.401916573153861,MÉDIO
PALESTINA DE GOIÁS,2026-06-06,0.0,14,6,5,1,0.0016318079989603,-16.713753711842983,-51.42754199497641,2.933333333333333,0.40184448221191876,MÉDIO
FAINA,2026-06-06,0.0,4,6,5,1,0.0040012522834236,-15.450502453569465,-50.35323063719383,2.484848484848485,0.3992467687292904,BAIXO
URUTAÍ,2026-06-06,0.0,14,6,5,1,0.001073596755877,-17.44233047699522,-48.19865040570893,2.357142857142857,0.3981313853729554,BAIXO
IVOLÂNDIA,2026-06-06,0.0,14,6,5,1,0.0014804411936269,-16.679987246814406,-50.98325370232422,3.4878048780487805,0.3972395046864968,BAIXO
VICENTINÓPOLIS,2026-06-06,0.0,5,6,5,1,0.0018865472567166,-17.717102371829977,-49.92046965643163,4.85,0.3969283874339799,BAIXO
DIVINÓPOLIS DE GOIÁS,2026-06-06,0.0,4,6,5,1,0.001997303455741,-13.286303429360114,-46.52383420100133,3.909090909090909,0.39503107906162577,BAIXO
MOZARLÂNDIA,2026-06-06,0.0,17,6,5,1,0.0020120709489443,-14.81638418252236,-50.609316979892746,2.8541666666666665,0.3919935711069581,BAIXO
ITAJÁ,2026-06-06,0.0,9,6,5,1,0.0019995185797215,-19.086946202574843,-51.34562507108249,2.5384615384615383,0.3897668894025233,BAIXO
TROMBAS,2026-06-06,0.0,4,6,5,1,0.0034592852828639,-13.45565441683509,-48.69444724203579,1.818181818181818,0.38950517132687057,BAIXO
IPORÁ,2026-06-06,0.0,10,6,5,1,0.0012958475285861,-16.39958999360689,-51.174760035598624,1.6444444444444444,0.38736686830596634,BAIXO
FORMOSO,2026-06-06,0.0,3,6,5,1,0.0027740735982326,-13.7157591183698,-48.828383563721786,1.8333333333333333,0.3759881395890521,BAIXO
RIALMA,2026-06-06,0.0,4,6,5,1,0.0012478531756755,-15.319958184167618,-49.53010326892392,1.5483870967741935,0.37151432138935964,BAIXO
MATRINCHÃ,2026-06-06,0.0,15,6,5,1,0.0013534407520788,-15.332925918372275,-50.75330754036656,3.5454545454545454,0.3706823053913857,BAIXO
GUAPÓ,2026-06-06,0.0,4,6,5,1,0.0013896211104268,-16.923914459668058,-49.58948320140861,2.5,0.3703019416630719,BAIXO
UIRAPURU,2026-06-06,0.0,4,6,5,1,0.0023568919152404,-14.1658704952681,-49.9660646641288,1.8823529411764703,0.3686740365466561,BAIXO
VIANÓPOLIS,2026-06-06,0.0,4,6,5,1,0.0007620026492882,-16.848283967930477,-48.46851922795139,2.1052631578947367,0.3667576901754047,BAIXO
RUBIATABA,2026-06-06,0.0,4,6,5,1,0.0012448996770349,-15.197347826385103,-49.85541149603293,2.3846153846153846,0.3666932818684441,BAIXO
NOVO GAMA,2026-06-06,0.0,3,6,5,1,0.0008040900049175,-16.10973108267564,-48.07263803458282,1.9787234042553192,0.36663080486930183,BAIXO
MONTIVIDIU,2026-06-06,0.0,10,6,5,1,0.0017492095699262,-17.302834146829042,-51.19610715003383,1.625,0.36441228432252737,BAIXO
LEOPOLDO DE BULHÕES,2026-06-06,0.0,4,6,5,1,0.0009037705840395,-16.556636131106096,-48.89337232999825,1.9428571428571428,0.3626974401125028,BAIXO
ARENÓPOLIS,2026-06-06,0.0,14,6,5,1,0.0016960465943945,-16.361902054815086,-51.55715988814804,2.2413793103448274,0.36215872802087606,BAIXO
PEROLÂNDIA,2026-06-06,0.0,14,6,5,1,0.0024462352491202,-17.53130275403183,-52.205615580294655,2.4074074074074074,0.3592588229470513,BAIXO
MOSSÂMEDES,2026-06-06,0.0,4,6,5,1,0.002096984034863,-16.138102134284225,-50.1950255261411,1.875,0.35262109594245494,BAIXO
NOVA IGUAÇU DE GOIÁS,2026-06-06,0.0,6,6,5,1,0.0017403490740043,-14.335840325249317,-49.31212409374217,2.3043478260869565,0.348393350963762,BAIXO
CACHOEIRA ALTA,2026-06-06,0.0,10,6,5,1,0.0012825567847032,-18.461936889018936,-50.98679602687277,3.4827586206896552,0.34238792480101776,BAIXO
ITAPIRAPUÃ,2026-06-06,0.0,14,6,5,1,0.0013726384932431,-15.75718984044679,-50.7465760866374,2.4242424242424243,0.3391327623253574,BAIXO
SANTO ANTÔNIO DA BARRA,2026-06-06,0.0,14,6,5,1,0.0012611439195585,-17.55961474151254,-50.63551540775774,3.2962962962962963,0.33343557938760116,BAIXO
PONTALINA,2026-06-06,0.0,6,6,5,1,0.0014390922126578,-17.54112629308756,-49.56409835329973,1.3846153846153846,0.3320227526443542,BAIXO
URUANA,2026-06-06,0.0,4,6,5,1,0.0009901604192786,-15.537768557761284,-49.65225244233562,2.5294117647058822,0.3297516077570693,BAIXO
BRITÂNIA,2026-06-06,0.0,14,6,5,1,0.0024949679766909,-15.098256086081884,-51.20240394542521,1.631578947368421,0.3290877726452842,BAIXO
MAMBAÍ,2026-06-06,0.0,4,6,5,1,0.005212186726091,-14.387997990140692,-46.051088000383096,5.1923076923076925,0.32710834054133225,BAIXO
SANTA FÉ DE GOIÁS,2026-06-06,0.0,14,6,5,1,0.0017765294323523,-15.695835336846852,-51.16880663261477,4.266666666666667,0.32654242466994826,BAIXO
DIORAMA,2026-06-06,0.0,14,6,5,1,0.0011001782436429,-16.22661972062711,-51.389931230721885,4.384615384615385,0.32512578167741396,BAIXO
SIMOLÂNDIA,2026-06-06,0.0,4,6,5,1,0.0011799227069405,-14.434586326028946,-46.58882654789143,2.5789473684210527,0.32442183498572313,BAIXO
SÃO FRANCISCO DE GOIÁS,2026-06-06,0.0,4,6,5,1,0.000774555018511,-15.930856959393246,-49.25922517675899,2.2580645161290325,0.3239990374515212,BAIXO
GAMELEIRA DE GOIÁS,2026-06-06,0.0,4,6,5,1,0.0005648566150247,-16.393084698423134,-48.71174726623623,2.0303030303030303,0.32335292409350647,BAIXO
ARAGARÇAS,2026-06-06,0.0,14,6,5,1,0.0016207323790579,-15.9954744133776,-52.195114826594455,1.809523809523809,0.322977642191877,BAIXO
HIDROLINA,2026-06-06,0.0,21,6,5,1,0.0009628405568526,-14.78351237067298,-49.29993852784245,2.740740740740741,0.32182218032296667,BAIXO
CASTELÂNDIA,2026-06-06,0.0,14,6,5,1,0.0014516445818805,-18.147960130853747,-50.30679359237395,2.7222222222222223,0.321580137715222,BAIXO
PORTELÂNDIA,2026-06-06,0.0,7,6,5,1,0.001209457693347,-17.363742774222114,-52.70044038012558,2.230769230769231,0.31909040060711924,BAIXO
FAZENDA NOVA,2026-06-06,0.0,10,6,5,1,0.0038077981224609,-16.080235263157753,-50.93137671149489,2.647058823529412,0.31553897969925115,BAIXO
ALTO HORIZONTE,2026-06-06,0.0,6,6,5,1,0.0009111543306412,-14.162393972965113,-49.45279801107309,2.4705882352941178,0.3153018385039952,BAIXO
PANAMÁ,2026-06-06,0.0,5,6,5,1,0.0011511260951942,-18.199317807602675,-49.40058551258638,2.875,0.313473428914315,BAIXO
PILAR DE GOIÁS,2026-06-06,0.0,17,6,5,1,0.0022653334573802,-14.563053642806697,-49.51029317946296,1.4210526315789471,0.31126153357135633,BAIXO
PETROLINA DE GOIÁS,2026-06-06,0.0,4,6,5,1,0.0007716015198704,-16.11674724559263,-49.318512368591655,3.56,0.31085617052190007,BAIXO
JANDAIA,2026-06-06,0.0,14,6,5,1,0.0011570330924755,-17.140823818775164,-50.18439081477384,3.55,0.3092515274894889,BAIXO
GOIANÁPOLIS,2026-06-06,0.0,4,6,5,1,0.0013534407520788,-16.52798048733482,-49.09369703759325,1.7692307692307692,0.30616795541801256,BAIXO
CAMPOS VERDES,2026-06-06,0.0,17,6,5,1,0.0009022938347192,-14.200869051269477,-49.67078102066461,3.28,0.29933744730248896,BAIXO
GUARINOS,2026-06-06,0.0,17,6,5,1,0.0012316089331519,-14.677563689499642,-49.737239130745,2.75,0.2973690428848635,BAIXO
OUVIDOR,2026-06-06,0.0,4,6,5,1,0.0006859500592914,-18.22269684670895,-47.73785347238525,1.36,0.2916962318132089,BAIXO
ABADIA DE GOIÁS,2026-06-06,0.0,4,6,5,1,0.0004105363110506,-16.78893560640398,-49.43279950787229,1.7179487179487178,0.2862435780322198,BAIXO
INACIOLÂNDIA,2026-06-06,0.0,5,6,5,1,0.0013017545258674,-18.422363375480977,-49.93462547993578,7.142857142857143,0.28069347332253436,BAIXO
TEREZÓPOLIS DE GOIÁS,2026-06-06,0.0,4,6,5,1,0.0007612642746281,-16.451781768427683,-49.07980840150495,2.125,0.2722108273877444,BAIXO
PROFESSOR JAMIL,2026-06-06,0.0,12,6,5,1,0.0010381547721892,-17.327766046172016,-49.24779400353557,2.333333333333333,0.2711313337727678,BAIXO
GOIANIRA,2026-06-06,0.0,4,6,5,1,0.0006224498385174,-16.508575399186565,-49.41469315151372,1.4594594594594594,0.2709442936382824,BAIXO
ESTRELA DO NORTE,2026-06-06,0.0,12,6,5,1,0.0006290952104589,-13.815008598965576,-49.04348551590312,3.269230769230769,0.2676578267783687,BAIXO
NERÓPOLIS,2026-06-06,0.0,4,6,5,1,0.0010041895378217,-16.425056587028248,-49.17034091583095,1.8571428571428568,0.26443307175069053,BAIXO
MAIRIPOTABA,2026-06-06,0.0,6,6,5,1,0.0006999791778345,-17.295161367113327,-49.44670063542476,3.347826086956522,0.26383898369888964,BAIXO
JAUPACI,2026-06-06,0.0,12,6,5,1,0.0010263407776266,-16.20973022325548,-51.05550430467066,4.142857142857143,0.2625715776963499,BAIXO
CARMO DO RIO VERDE,2026-06-06,0.0,4,6,5,1,0.0007354211615224,-15.426910428711976,-49.742093983937615,2.5217391304347827,0.2606357963823154,BAIXO
IPIRANGA DE GOIÁS,2026-06-06,0.0,4,6,5,1,0.0008085202528785,-15.155239440421736,-49.6667347648474,1.8928571428571428,0.2594358624795974,BAIXO
AURILÂNDIA,2026-06-06,0.0,4,6,5,1,0.00081516562482,-16.694217641941965,-50.54701395836094,3.333333333333333,0.2593701527820282,BAIXO
GOIANDIRA,2026-06-06,0.0,4,6,5,1,0.0006940721805532,-18.109377022796597,-48.1276924891904,1.5555555555555556,0.24961485949311746,BAIXO
CACHOEIRA DOURADA,2026-06-06,0.0,12,6,5,1,0.0009392125677274,-18.46651639403071,-49.55177475564167,2.5,0.2391304556753876,BAIXO
DAVINÓPOLIS,2026-06-06,0.0,6,6,5,1,0.0007597875253077,-18.113605118464037,-47.53297332981958,2.357142857142857,0.23675099625827592,BAIXO
CACHOEIRA DE GOIÁS,2026-06-06,0.0,14,6,5,1,0.0008033516302574,-16.743051878299504,-50.687902715799886,1.9047619047619049,0.23543990404991313,BAIXO
VARJÃO,2026-06-06,0.0,4,6,5,1,0.0008159039994801,-17.057239672517852,-49.63849902778105,1.9166666666666667,0.2176597478953114,BAIXO
APARECIDA DO RIO DOCE,2026-06-06,0.0,15,6,5,1,0.0009613638075323,-18.2275046528764,-51.298408339959074,1.3571428571428572,0.2143620501428159,BAIXO
SÃO LUÍS DE MONTES BELOS,2026-06-06,0.0,10,6,5,1,0.0005833159815288,-16.469151982594024,-50.3923408472066,2.25,0.20925112963089557,BAIXO
TURVÂNIA,2026-06-06,0.0,14,6,5,1,0.0005109552648328,-16.5749332857626,-50.13386843949185,2.9166666666666665,0.2075875471057475,BAIXO
RIO QUENTE,2026-06-06,0.0,12,6,5,1,0.0006002985987125,-17.794891918495523,-48.787827332868765,1.8571428571428568,0.20476071845399493,BAIXO
CRISTIANÓPOLIS,2026-06-06,0.0,4,6,5,1,0.0005449204992003,-17.206932724384384,-48.69296888350953,1.4615384615384617,0.20262431559789618,BAIXO
CERES,2026-06-06,0.0,4,6,5,1,0.0003994606911482,-15.280732075215544,-49.628100932957885,2.357142857142857,0.19946334255285322,BAIXO
ARAGOIÂNIA,2026-06-06,0.0,4,6,5,1,0.0003322685970733,-16.91901903566752,-49.41650422930775,1.4666666666666666,0.19678721723795245,BAIXO
CROMÍNIA,2026-06-06,0.0,4,6,5,1,0.0004969261462897,-17.253757641416556,-49.343018999846976,1.933333333333333,0.19439094658097478,BAIXO
EDEALINA,2026-06-06,0.0,6,6,5,1,0.0006482929516231,-17.41358594607326,-49.76627082483966,1.75,0.18900978930371826,BAIXO
HEITORAÍ,2026-06-06,0.0,4,6,5,1,0.0004681295345433,-15.737018243255712,-49.79072401383959,1.8,0.18665224023320184,BAIXO
CATURAÍ,2026-06-06,0.0,12,6,5,1,0.0004157049336718,-16.46434919145576,-49.55619428460128,2.125,0.1864092989789723,BAIXO
AMORINÓPOLIS,2026-06-06,0.0,4,6,5,1,0.0004725597825043,-16.66506804069733,-51.10984947764403,2.1875,0.18609772056960588,BAIXO
SÃO MIGUEL DO PASSA QUATRO,2026-06-06,0.0,4,6,5,1,0.0004127514350311,-17.005010859807335,-48.6779096365864,1.181818181818182,0.185602102842372,BAIXO
ITAUÇU,2026-06-06,0.0,4,6,5,1,0.0005353216286182,-16.19395275886309,-49.59347382261099,1.8,0.18122475844333094,BAIXO
CUMARI,2026-06-06,0.0,4,6,5,1,0.0004880656503677,-18.301979326576244,-48.12847505289865,1.2941176470588236,0.17896368238155697,BAIXO
TRÊS RANCHOS,2026-06-06,0.0,4,6,5,1,0.0001469365573724,-18.316873966288444,-47.74838358478794,2.3125,0.17581078810474707,BAIXO
MARZAGÃO,2026-06-06,0.0,4,6,5,1,0.0003824780739644,-17.955558865377707,-48.675183437794566,2.111111111111111,0.1757809521684327,BAIXO
AVELINÓPOLIS,2026-06-06,0.0,12,6,5,1,0.0003972455671677,-16.51911947366258,-49.76146747111399,2.125,0.17190103172809673,BAIXO
BURITINÓPOLIS,2026-06-06,0.0,4,6,5,1,0.0005914381027906,-14.42314966215634,-46.33303829144667,1.6,0.16621174243723288,BAIXO
